user,restoran,text,pesanan,harga,lokasi,kategori,rating
henie_herliani,Baso Mawar Merona,"Beli di event pergi kuliner tsm . Nyobain yang menu sebut saja dia mawar.Isinya baso kecil 4 , ada potongan daging sapi yg lebar² , empuk dan enak , bisa pilih mie / kwetiau /bihun , ada topping dorokdok juga . Kuahnya berasa kaldu , sambelnya pedas mantep.Basonya berasa daging , kenyalnya pas. Mantep banget rasanya.",Sebut Saja Dia Mawar," < Rp. 50.000


",Cihampelas,Indonesia,3.6
henie_herliani,Shinimari Japanese Street Food,"Nyobain katsudon original di event pergi kuliner tsm.1 bowl isi nasi , irisan kol dan wortel , katsu dan saus mayonaise. Nasinya pulen , katsunya enak , daging ayamnya lumayan tebal , crispy juga .",Katsudon original," < Rp. 50.000


",Coblong,Jepang,3.6
henie_herliani,Roti Srikaya Ajung,"Ke 2 kalinya beli roti srikaya di event pergi kuliner.Rotinya empuk , isiannya banyak ga pelit . Manisnya pas . Ada varian pandan dan original.Beli 1 ga cukup karena bikin ketagihan.",Roti srikaya kukus," < Rp. 50.000


",Kopo,Toko Roti,3.8
henie_herliani,Belah Doeren,"Mau di outlet nya langsung atau di event pergi kuliner pasti beli belah doeren. Chewy mini pack isi 4 pcs , harganya 25 RB.Soesnya kental tapi empuk , isian durennya juga banyak. Favorit banget sih ga usah diragukan lagi rasa dan kualitas nya.",Chewy mini pack," < Rp. 50.000


",Progo,Indonesia,3.6
henie_herliani,Ketan Susu Wargi,"Nyobain ketan susu wargi di event pergi kuliner tsm.Beli yang ketan susu mangga. Ketannya empuk , mangga nya manis dan ditambah susu full cream. Sayang ga berasa manis campurannya , hanya manis dari mangganya saja.",Ketan susu mangga," < Rp. 50.000


",Riau,Indonesia,3.4
henie_herliani,Sate Maranggi Haji Yetty,"Akhirnya nyoba sate Maranggi haji Yetty ,  di event pergi kuliner tsm , 1 paket harga 25 rb udah dpt 4 tusuk sate dan 1 porsi nasi.Nasinya bersih dan pulen . Satenya empuk , gurih dan manis . Tomatnya segar , cabe rawit nya pedas .Ga heran selalu rame karena rasanya emang seenak itu.",Paket nasi dan sate Maranggi," < Rp. 50.000



Makasih Infonya!

Kamu belum login,",Setiabudhi,Indonesia,3.6
henie_herliani,Baso Olohok,"Nyobain baso baru di jalan riau , basonya prasmanan jadi tinggal ambil sendiri.Ada mie ayam juga yg bebas Refill sepuasnya.Untuk kuahnya kurang berasa kaldu . Untuk varian basonya lumayan banyak , cuman untuk pilihan yg lain kurang banyak . Hanya menyediakan sayur , jadi tidak ada mie dalam basonya , kecuali mie ayam. * mie ayam manis : mie nya tipe kecil , untuk rasanya lumayan , manisnya juga pas .* mie ayam pedas : penyuka pedas wajib pesan mie ini , enak pedas dan gurih.* baso telur kecil : isinya telur puyuh , untuk dagingnya kurang berasa.* baso cincang : untuk dagingnya kurang berasa , isiannya juga kurang, ukurannya sedang * baso gepeng : bentuknya lebar , ukurannya lumayan.* lumpia goreng : mulanya kecil bentuknya tapi setelah direndam kuah basonya jadi besar ukurannya.* tahu kukus : bentuknya segitiga , ada isian basonya .* tahu goreng : ukurannya kecil ada isian basonya.* siomay kukus : bentuknya kaya dimsum .Untuk topping nya ada babat, tetelan , ceker , kikil .Sambelnya pedas nampol.","Mie Ayam, baso telur kecil, baso gepeng besar, baso cincang, lumpia goreng, tahu kukus, Tahu Goreng, Siomay Kukus"," < Rp. 50.000


",Riau,Indonesia,3.4
henie_herliani,Steak Moen - Moen,"Steak di mall yang selalu antri , selain harganya terjangkau , rasanya juga enak dan porsinya mengenyangkan.* Chicken paprika hotplate : ayam yg dipotong kecil² , bumbunya enak , manis dan gurih . Ada nasinya juga.* chicken hotplate : ayam nya dibalut tepung , isi 2 pcs , ditambah potongan kentang wedges lokal , saus dan sayuran. Sausnya enak , pas bumbu dan kekentalannya.","Chicken Paprika Hotplate, Chicken hotplate"," < Rp. 50.000


",Dewi Sartika,Barat,3.8
henie_herliani,Crusty Siomay Mayo,"Siomay crusty ini ada di tiap mall. Harganya 17 rb , rasanya enak , garing , dagingnya juga berasa . Ada saus dan mayo nya . Isinya lumayan banyak jadi bisa sharing.",Siomay," < Rp. 50.000


",Sukajadi,Indonesia,3.6
henie_herliani,Mutu Loka,"Tempatnya penuh sama anak muda yg lagi nongki.Nyoba 1 menu makanan dan 1 menu minuman.* Sweet pitaya gum : campuran buah naga dan nanas , rasanya pas dan segar . Untuk manisnya pas.* kemangi chicken rice : ada potongan kemangi di ayamnya , tapi ga berasa kemanginya. Untuk ayamnya dipotong kecil² dan dibalur tepung . Empuk dan enak rasanya .","Sweet Pitaya Gum, kemangi chicken rice"," < Rp. 50.000


",Cilaki,Kafe,3.2
henie_herliani,Gong cha,"Minuman baru dari Taiwan ada di PVJ. Tempat duduk nya terbatas , tapi msh bisa nongkrong disini. * brown sugar coffe : perpaduan pas kopi dan gula merah  , rasanya enak , manisnya pas * pearl milk tea : teh dan susunya berasa cuman kurang berasa manisnya.","Brown sugar coffe, Pearl milk tea"," < Rp. 50.000


",Sukajadi,Bubble Tea,3.6
henie_herliani,Roasted Bar,"Ayam panggang favorit, bumbunya meresap sampai kedalam , potongan ayamnya besar² . Ada 14 pilihan saus nya : 1. Blackpaper            8. Hot garlic2. Cheesy.                  9. Medium hot3. Rb mayo.             10. Barbeque 4. Mustard.              11. Honey garlic5. Sour union.          12. Hot china6. Culture                  13. Hot honey spicy 7. Thai sauce.          14. Lava Ada pilihan paketan dan satuan , ada harga per ekor juga , jadi bisa buat sekeluarga. Potongan ayamnya bisa pilih dada / paha.1 paket bisa pilih 2 saus .* Quarter butter rice : 1 potong ayam dengan saus mustard dan hot garlic. Butter rice nya enak , sausnya juga enak , ayamnya enak banget .* Quarter French fries : 1 potong ayam dengan saus cheesy dan barbeque dan French fries. Porsinya banyak dan mengenyangkan. Sausnya nambah rasa jadi lebih enak . Ayamnya enak dan empuk , potongan nya besar.","Quarter butter rice, Quarter French fries"," < Rp. 50.000


",Antapani,Barat,3.8
henie_herliani,Kartika Sari,"Oleh² bandung yang masih rame pembeli , banyak pilihan juga . Untuk harganya lumayan , sesuai dengan rasanya .* cheese roll : keju yg dibalut pastrie , rasanya dominan gurih . Kejunya tebal dan empuk .* pisang bolen : pisangnya manis, pastrie nya renyah dan empuk pas digigit.","Cheese Roll, Pisang Bolen"," Rp. 50.000 - Rp. 100.000


",Dago Bawah,Toko Roti dan Kue,3.6
henie_herliani,Ayam Goreng Gorowok Asep Tiyen,"Tempatnya dirumah , tapi cukup luas , ada menu paketan sama satuan . Harganya murah , rasanya enak , pilihannya lumayan banyak ada : ayam , sate usus , sate ati , sate ampela , tahu, tempe, kepala ayam, ceker dan brutu.* paket b : menunya udah dpt banyak : nasi , ayam , tahu, tempe, ati ayam , usus . Dengan harga 23 rb udah komplit banget . Rasanya enak dan mengenyangkan.* paket d : dapet nasi dan ayam. Potongan ayamnya bisa pilih bagian paha / dada . Potongan ayamnya lumayan besar dengan bumbu kuning. Enak dan rempahnya berasa.* sate usus ayam : 2 rb / tusuk , bumbunya berasa , garingnya pas .* sate ati ayam : isinya ati semua , harganya 2 rb .rasanya enak.* sambelnya tipe gurih dan pedasnya nampol.* selada air nya digoreng dan dikasih taburan garam , kriuk dan gurih .","Paket B, paket D, usus ayam, ati ayam"," < Rp. 50.000


",Moch Ramdhan,Indonesia,3.8
henie_herliani,Bica Brewery,"Tempatnya cozy , pelayannya ramah dan cepat.Nyobain pastries , kopi sama non kopi , semuanya enak . Pengen kesini lagi buat nyoba minuman yang lain.* cheese pastries: croissant dengan keju didalamnya , renyah dan gurih .* lunette pastries : disajikan hangat karena masuk oven dulu , rasanya manis dan lembut bagian tengahnya , bagian pinggirannya renyah.* americano ice : dominan pait dan ada rasa asemnya , buat pecinta kopi.* es kopi susu : perpaduan kopi dan susu yang pas . Rasanya sempurna.* lite kopi susu : rasanya creamy , kopinya pun berasa , manisnya pas.* girpapas seasalt : coklat tapi ada rasa asin nya , rasanya unik tapi enak . Manis coklatnya pas ga pait.","Es kopi susu, lite kopi susu, americano ice, girpapas seasalt, cheese pastries, lunette pastries"," < Rp. 50.000


",Moch Ramdhan,Kafe,4.0
henie_herliani,Madame Sari Restaurant,"Tempatnya luas , pelayannya cepat dan ramah. Porsinya banyak , bisa sambil makan plus beli oleh² .* chicken Cordon bleu: ukurannya gendut alias tebal , disajikan panas² . Dagingnya tebal , daging asapnya lebar , cuman keju nya ga terlalu banyak  dan ayamnya juga kurang berasa bumbunya.Untuk saus BBQ nya enak . Kentang oke , porsinya mengenyangkan.* lontong kari : bukan tipe lontong kari yg lekoh , tapi msh berasa gurih . Ada topping telur rebus dan suwiran ayam . Sambel dan empingnya disajikan terpisah . Untuk sambelnya kurang pedas , pdhl sudah ambil banyak. * sambal matah chicken rice : porsinya banyak , nasinya ditutup dengan telur dadar .  Ayamnya crispy tapi empuk , sambal matahnya juara. Menu favorit sih ini.* ice lychee tea : manisnya pas , lychee berasa , ada topping lychee nya juga.* sweet ice tea : perpaduan teh dan gula yg pas.* ice coffe caramel : kopinya berasa tapi ga pait , gulanya disajikan terpisah jadi bisa sesuai selera.","chicken cordon bleu, Lontong Kari, sambal matak chicken rice, Ice Lychee Tea, Ice Sweet Tea, ice coffe caramel"," Rp. 50.000 - Rp. 100.000


",Dago Bawah,Indonesia,3.8
henie_herliani,Burger King,"Tidak sesuai ekspektasi, penampakan dan aslinya beda . Nyoba beberapa menu 17 an .* Bic spicy : judulnya ayam pedas , tapi ternyata lebih ke manis bumbunya. Bumbunya  enak , pas dengan ayamnya.Untuk potongan ayamnya dpt yg sayap , * cheese burger: rasanya tidak seperti yang biasa beli . Rotinya empuk ada daging dan keju , tapi rasanya kurang .* cheese whooper jr : mirip cheese burger rasa dan bentuknya , tapi yang ini  lebih banyak sayur .* regular fries: kentangnya empuk tapi garing .* regular coke : cola standard aja .* Milo float : manisnya pas , es krimnya nambah creamy.","bic spicy, Cheeseburger, cheese whooper jr, Regular Fries, regular coke, milo float"," < Rp. 50.000


",Cihampelas,Barat,3.4
henie_herliani,Teppanlab,"Tempat makan di outlet rumah mode. Banyak tenant disini , salah satunya teppanlab.Menu nya ala² jepang dan nyobain beberapa menu .* beef slice teppan paket : udah ada beef slice , sayuran , nasi dan saus nya . Beefnya lembut , lumer dimulut . Sayurannya fresh , sausnya enak , nambah rasa. * chicken ramen miso : enak tapi ga terlalu kaldu kuahnya . Mie nya tipe kecil , kenyal dan lembut . Ayamnya enak , bumbunya berasa.* beef ramen pedas : tidak berasa pedas , pdhl tampilannya udah merah kuahnya. Kaldunya juga kurang berasa , beef nya lembut .Mie nya enak tipe tipis .* beef burger : rotinya empuk , beef nya juga empuk , bumbunya beef enak dan lekoh .* chicken katsu burger : katsunya lumayan tebal , cuman kurang berasa bumbunya. Untuk rotinya empuk.* chicken teriyaki burger: teriyaki nya kurang berasa bumbu , tapi rotinya empuk.* chicken karaage salted egg on rice : potongan ayamnya besar² , crispy dan empuk dagingnya.Salted egg nya kurang berasa. Nasinya pulen dan bersih .* fish katsu sambal Matak on rice : ikannya empuk , sambal matahnya enak .* chicken katsu sambal korek on rice: katsunya kurang berasa bumbu. Sambel koreknya juga ga berasa bumbu , pedasnya juga ga berasa.","Chicken ramen miso, Beef ramen pedas, Beef Burger, chicken katsu burger, Tori karaage salted egg on rice, Chicken teriyaki burger, fish katsu sambal matah on rice, chicken katsu sambal korek on rice, beef slice teppan paket"," Rp. 50.000 - Rp. 100.000


",Setiabudhi,Jepang,3.8
henie_herliani,Richeese Factory,"Nyobain menu cheese mate box . Isinya ada odeng yang digoreng tepung , ayam , nasi dan saus keju .Untuk pedasnya dari bubuk cabe .Untuk rasa ayamnya enak , tapi ga cocok dengan bubuk cabenya .Odengnya wangi dan enak rasanya .Saus keju nya tetap yang terbaik.Ayamnya garing , cuman kurang berasa bumbunya.",Cheese mate box," < Rp. 50.000


",[ Pasir Koja ],,3.4
henie_herliani,Gudeg Jogja Moro Bungah,"Gudeg langganan , tempatnya dipinggir SD Pajajaran . Pelayannya ramah , rasa gudegnya gurih sesuai lidah orang bandung.* Nasi gudeg ati ampela : nasi , gudeg , ati ampela.Gudegnya manis tapi ga lebay .Ati ampela nya enak , lekoh dan ada rasa manisnya.* Nasi gudeg telor : nasi , gudeg , krecek , telor .Gudegnya enak , kreceknya gurih , telornya empuk .Sambelnya pedas , ada wangi daun jeruk nya.","nasi gudeg ati ampela, nasi gudeg telor"," < Rp. 50.000


",Pajajaran,Indonesia,3.8
henie_herliani,Momoyo,"Outlet baru momoyo diantapani. Tempatnya dipinggir jalan , luas dan cozy. Pelayannya cepat dan ramah .* Momo ice cream strawberry : ice creamnya lembut , enak dan manisnya pas . Tapi rasa strawberry nya kurang berasa. * Oreo milk tea : enak , lekoh , manisnya pas , oreonya berasa.","Momo ice cream strawberry, Oreo Milk Tea"," < Rp. 50.000


","[ Antapani, Es Krim,Minuman ]",,4.0
henie_herliani,Steak Meletup,"Tempatnya diteras , ada banyak pepohonan jadi adem padahal dipinggir jalan tempatnya.Paket steaknya sudah termasuk air mineral yang kecil.Saus steaknya disajikan terpisah , di tuang sendiri oleh pembelinya.* Steak chicken meletup spicy sauce : steak ayam tanpa tepung , dagingnya tebal , sausnya enak tapi ga terlalu pedas . Topping nya pilih mie , dan rasanya cocok sama steaknya. Porsinya lumayan banyak.* Steak chicken Cordon blue meletup sambal nejeh.Cordonbleunya tanpa daging asap. Jadi isinya daging ayam dan keju , dagingnya tebal , tepungnya crispy dan porsinya banyak.Kirain sambal nejehnya pedas , tenyata ga.* Steak chicken crispy saus lava cream : tepungnya crispy , dagingnya tebal , porsinya banyak .Saus lava creamnya enak , gurih tapi ga terlalu ngeju rasanya.","Steak chicken meletup spicy sauce, steak chicken cordonbleu meletup sambal bakar nejeh, steak chicken crispy saus lava cream"," < Rp. 50.000


",Pasir Kaliki,Barat,4.0
henie_herliani,Ku Katsu,"Tempatnya 1 area sama seblak sultan .Untuk katsunya tipis , dagingnya juga tipis , saus kejunya kurang banyak dan kurang berasa gurih. Porsinya cukup mengenyangkan.",Katsu cheese + nasi," < Rp. 50.000


",Trunojoyo,Jepang,3.0
henie_herliani,I-Cup,"Tempat nya 1 area sama seblak sultan dan kukat_su.Kalau makan seblak sultan wajib beli minuman disini , karena tidak boleh bawa minuman dari luar 😁.* Milk tea : lekoh , manisnya pas . Perpaduan teh dan susu nya pas .",Milk Tea," < Rp. 50.000


",Trunojoyo,Bubble Tea,3.2
henie_herliani,Mie Gacoan,"Sekarang mie gacoan banyak cabangnya, jadi ga ngantri panjang lagi. * Mie suit : mie nya ga pedas , cocok buat bocil / yg ga suka pedas . Kematangan mie nya pas , rasanya enak dan gurih. Pangsitnya besar, isian dagingnya banyak.* Mie hompimpa : tipe mie asin , dengan pedas level 3 bikin bibir kepanasan . Pangsitnya enak.* Mie gacoan : mie manis dengan level 1 , sudah berasa pedasnya . Pangsitnya favorit * Udang keju : favorit dim sum disini , kejunya banyak , dagingnya berasa dan garing .* Es gobak sodor : manis dan segar , isiannya banyak* Es Milo : lekoh , manisnya pas .* Es teh tarik : lekoh dan enak","Mie Suit, Mie Hompimpa, Mie Gacoan, Es Gobak Sodor, Es MILO, Es Teh Tarik, Udang keju"," < Rp. 50.000


",Sumatera,Indonesia,4.0
henie_herliani,Seblak Sultan,"Seblak langganan , banyak pilihan topping nya. Sekarang tempatnya dipojok , tapi masih di area yang sama * Seblak 5 topping ( pedas ) : kwetiau , siomay, batagor, telur puyuh, cilok . Porsinya banyak.Bumbu seblaknya berasa , gurih dan pedas. * Seblak 5 topping ( tidak pedas ) : sosis , ceker, mie , cilok , baso. Bumbunya berasa  dan gurih . Porsinya banyak .",Seblak 5 topping," < Rp. 50.000


",Trunojoyo,Indonesia,3.4
henie_herliani,Bake It!,"Tempat croissant baru di Kings .Pilihannya banyak , ada ukuran kecil dan ada yang besar juga .Ada croissant ice cream juga , bikin penasaran gmn rasanya.* Blueberry cheese : beli yang ukuran kecil , isiannya blueberry cheese nya lumayan banyak dan berasa. Enak , gurih dan manis rasanya.* Crone ice cream : croissant original yang besar , ditambah topping ice cream.Ice cream nya lembut , enak dan berasa banget susunya.","Blueberry Cheese, crone ice cream"," < Rp. 50.000


",Dewi Sartika,Toko Roti dan Kue,3.6
henie_herliani,Seliter,"Salfok sama namanya seliter 😁 Tapi isi jus nya 750 ml , bisa diminum sendiri / berdua karena banyak isinya.Kemasannya simple pake plastik .* Jus alpukat : lekoh , manis nya pas . Alpukat berasa.* Jus mangga : lekoh , mangganya jenis kaweni , rasanya manis ada segernya.","Jus Alpukat, Jus Mangga"," < Rp. 50.000


",Antapani,Minuman,3.8
henie_herliani,HittoBitto,"Nyoba ayce nya hittobitto , dengan harga 157 rb udah bisa makan banyak disini.Suka banget sama napolitan pasta, karaage sambal matah,kurisupi potato , miso ramen , yakitori , semua dessert nya enak .Fresh juice nya seger .* Buffet : - Japanese rice - yakimeshi fried rice- mix vegetables with butter sauce - kurisupi potato- napolitan pasta - prawn aglio- chikua stringbean- okonomiyaki- chicken teriyaki- karaage sambal matah - fish herb mentai sauce- beef yakiniku- miso soup* Side dish - sushi - miso ramen - agedashi tofu - yakitori- tempura* Dessert - slice fruit- salad - canape salad- ice cream- assorted cake - roll cake - Panna cotta - matcha pudding- mousse* Drink - hot / ice ocha- fresh juice - infused water",AYCE," Rp. 100.000 - Rp. 200.000


",Trunojoyo,Jepang,3.8
henie_herliani,Bakso Malang X-Jati,"Baso malang langganan diantapani.Selain baso malang , ada mie ayam juga .Ada minuman dan es campur juga .* Baso malang : banyak pilihannya : ada mie , soun , baso goreng, siomay goreng, siomay basah, tahu, ceker , baso kecil halus , baso cincang , baso urat .Kuahnya gurih , goreng²an nya juga enak dan garing .Sambelnya pedes mantul.* Es campur : isiannya komplit , manisnya pas dan enak.","baso goreng, soun, Mie, baso kecil halus, siomay basah, siomay kering, Tahu, Ceker, baso cincang, Es Campur"," < Rp. 50.000


",Antapani,Indonesia,3.8
henie_herliani,Bacang Panas Braga,"Bacang viral yang jualan nya malem . Datang langsung ngantri lumayan panjang.Harga 1 nya Rp 10.000 mau yg original /nambah jando harganya tetap sama .* Bacang original : isinya ayam , tapi isiannya sedikit.Bacangnya empuk dan masih panas.* Bacang jando : bacang original ditambah topping jando , rasanya lebih enak dibanding yg original Karena lebih berasa bumbunya.Jandonya enak dan empuk.","Bacang original, Bacang Jando"," < Rp. 50.000


",Braga,Indonesia,3.4
henie_herliani,Nasi Soto Ayam Madura Cak Fahmi,"Soto ayam Madura langganan dari dulu.Tempatnya depan Disdukcapil yang ada taman Maluku.* Nasi soto ayam pisah : nasinya bersih , porsinya pas . Untuk soto ayamnya gurih, bumbu dan rempahnya berasa .Kerupuk udangnya enak , selalu nambah kerupuk klo makan disini.Ada ceker , tulang yg bisa direquest ke ma penjualnya.Hargnya Rp 15.000 /porsi.",Nasi soto ayam pisah," < Rp. 50.000


",Andir,Indonesia,3.6
henie_herliani,Madalangu Bakehouse,"Tempatnya mungil tapi cozy ,banyak pilihannya dan rasanya enak. Pengen nyoba semua keju disini karena semuanya menggiurkan.* Strawberry : donatnya empuk , selai strawberry nya seger .* Caramel : manisnya pas , caramelnya melimpah , donat nya empuk .* Blueberry cheese : seger dari selai blueberry dan gurih dari selai keju , rasanya enak banget. Donatnya juga empuk dan enak.","Blueberry Cheese, Caramel, Strawberry"," < Rp. 50.000


",Dipatiukur,Toko Roti dan Kue,3.8
henie_herliani,Mie Ayam Sawala Kang Nunu,"Bukanya jam 2 an siang ke malem , tempatnya pinggir jalan jadi gampang dicari.* Mie ayam :  kenyal mie nya pas , lembut , porsinya mengenyangkan. Topping ayamnya enak dan manis .* Mie ayam baso : sama kaya mie ayam biasa cuman ditambah baso. Baso nya baso urat halus , enak dan kenyal basonya pas.","Mie Ayam, mie ayam baso"," < Rp. 50.000


",Antapani,Indonesia,3.6
henie_herliani,MM Juice,"Makan disini dengan menu yg lagi promo .Udah sering juga makan disini , rasanya enak , porsinya lumayan juga . Resto favorit juga .* Tongseng ayam + nasi : isiannya ada potongan ayam dan kol . Kuahnya lekoh , gurih dan enak . Porsinya juga banyak.* Pempek lenjeran : daging ikannya berasa , cukonya lekoh banget rasanya enak.* Es teler : isiannya ada nangka , alpukat dan nata de Coco. Manisnya pas , isinya banyak .","Tongseng ayam + nasi, pempek lenjeran, Es Teler"," < Rp. 50.000


",Sukajadi,Indonesia,3.8
henie_herliani,Beurgeur,"Tempatnya mungil jadi ga punya tempat untuk makan sendiri , Tapi bisa makan diarea situ karena tempatnya deketan sama resto yg lain.* Classic chicken burger : daging ayamnya lumayan tebal msh juicy, empuk dan enak rasanya. Rotinya empuk.* beef burger : dagingnya lumayan tebal msh juicy , meaty ,enak juga rasanya. Rotinya juga empuk.* Mango Yakult : seger banget rasanya , mangga nya juga berasa.* French fries : ukurannya standar , porsinya juga standar.","Classic Chicken Burger, french fries small, Beef Burger, mango yakult"," < Rp. 50.000


",Riau,Barat,3.8
henie_herliani,Odaru,"Kebanyakan harga minuman nya 12 rb , tapi ada juga yg harganya 25 RB . Pernah beli di acara festival pergi kuliner , jadi udah tau rasanya enak dan pengen nyoba rasa yg lain.* Spring in Kyoto : green tea nya berasa banget , tapi ada rasa coklatnya juga, manisnya pas dan enak rasanya.* Yuki chocoberi : perpaduan coklat dan strawberry , rasanya pas dan enak.* Moka miruku : perpaduan coklat dan susu yg pas , rasanya juga enak.* Choko karameru : coklat dan karamel , perpaduan yg pas dan enak.Suka sama minuman disini semuanya enak ,","Spring in kyoto, yuki chocoberi, moka miruku, choko karameru"," < Rp. 50.000


",Merdeka,Minuman,4.0
henie_herliani,Aboci,"Nyobain jajanan ala Korea , tempatnya cozy, harganya terjangkau , pelayanan nya cepat dan ramah.* Corn dog Mozarella : ukurannya besar , kejunya juga banyak . Adonan nya Mateng sampe ke dalem.rasanya juga enak .* Tteokbokki keju : teksturnya empuk , ukurannya panjang2 isinya keju. Rasanya enak banget , sausnya juga enak khas Korea banget. Ada sayur kol didalamnya . favorit banget tteokbokki disini.* Ice lemon tea : manis dan seger rasanya * Green tea manis : green tea nya bukan yg otentik , tapi rasanya enak.","Corn Dog Mozarella, green tea manis, tteokbokk keju, Ice Lemon Tea"," < Rp. 50.000


",Antapani,Korea,4.0
henie_herliani,Ayam Cabe Ijo Bang Cibot,"Resto baru lagi di Antapani, tempatnya 1 area sama aboci dan takolada grill.Tempatnya cozy ala2 Korea gitu.Karena lagi opening jadi promo beli 1 gratis 1.Nyobain 2 menu disini , ayamnya boleh pilih bagian paha / dada.* Paket nasi ayam bumbu item : ayamnya enak, bumbunya berasa,ukurannya lumayan besar. Bumbu itemnya enak juga kaya bumbu rendang gurih.* Paket nasi ayam cabe ijo : ayamnya enak, bumbunya berasa, ukurannya lumayan besar.Cabe ijo nya juga enak tapi ga terlalu pedas.* Ice lemon tea : seger , manisnya juga pas.* Green tea manis : green tea nya bukan yg otentik , tapi rasanya enak.","Paket nasi ayam cabe ijo, paket nasi ayam bumbu item, Ice Lemon Tea, green tea manis"," < Rp. 50.000


",Antapani,Indonesia,4.0
henie_herliani,Mokko Factory,"Nyobain donatnya mokko factory.Variannya lumayan banyak  dan menggoda.donatnya juga empuk , ukurannya standar.Rasanya enak , dengan berbagai topping , manisnya juga pas ga giung.Varian donat yg dipesan : * choco crunch * Sparkling grape * Choco durian * Blueberry cream * Absolute choco * Marveleous melon","Choco Crunch, sparkling grape, choco durian, Blueberry Cream, absolute choco, marveleous melon"," < Rp. 50.000


",Merdeka,Donat,4.0
henie_herliani,Xing Fu Tang,"Lagi promo bogo dengan tuker tiket nonton bioskop.Kebetulan baru selesai ntn , lgsg aja beli karena tempatnya dipinggir bioskop.Ada minuman manis dan minuman seger .* Brown sugar Boba milk : menu andalannya Xing Fung tang. Rasanya gurih dari susunya , manisnya pas . Bobanya empuk.* Brown sugar choco Boba milk : coklatnya berasa banget lekoh , manisnya pas , Boba nya juga empuk.Favorit yg ini , suka banget.","brown sugar boba milk, brown sugar choco boba milk"," < Rp. 50.000


",Merdeka,Bubble Tea,3.6
henie_herliani,Hakata Ikkousha,"Akhirnya nyoba juga ramen disini .Tempatnya cozy dengan cat warna merah .Pelayanannya cepat dan ramah.Porsi makanan disini besar dan banyak .Ada 3 tipe mie : kecil , besar dan keriting - ramen naga merah : menu andalan disini.Kuahnya gurih , rasanya kaldu banget . Bumbunya berasa dan lekoh.Telornya sudah dicampur dengan mie dan kuahnya , dengan topping ayam cincang di atasnya.Rasanya pedas , kalo kurang pedas bisa ditambah potongan cabe rawit.Mie nya keriting , kenyalnya juga pas.- curry rice ikkousha + telur : currynya kental , rempahnya berasa , potongan daging sapinya besar2 dan banyak. Ada potongan wortelnya juga . Dengan topping telur dadarnya .- Tori karaage : crispy diluar tapi lembut dalemnya.Saus cocolannya nambah rasa jadi gurih.- gyoza ayam udang bakar : isiannya daging ayam dan udang .kenyal dan gurih rasanya.- OCHA : berasa banget ochanya , tapi ga amis. Bisa refill sepuasnya.","Ramen Naga Merah, Curry rice ikkousha + telur, tori karaage, Gyoza ayam udang bakar, Ocha"," Rp. 50.000 - Rp. 100.000


",Riau,Jepang,3.8
henie_herliani,Yeye Chicken Rice,"Makanan otentik dan harganya terjangkau.Tempatnya cozy , pelayanannya bagus.Menunya simpel tapi rasanya juara.Dimsum disini enak semua 👍Ada menu cemilan dan makanan berat juga.* Kaldu nya gurih , ada potongan kol nya.* Steam chicken rice : nasinya gurih , ayamnya empuk tapi ga terlalu berasa bumbunya. Sambel bawangnya pedas mantul . Sambel ijonya unik ada rasa jahenya.* Roasted chicken rice : ayamnya empuk , bumbunya meresap sampai ke dalam. Nasinya gurih * Ayam madu crispy : bumbu ayamnya lekoh , dipadu dengan nasinya yg gurih jadi perpaduan yg pas.* Garlic pakchoy : masih seger dan kriuk pas di gigit . bumbunya simpel aja tapi enak rasanya.* Siomay udang : ukuran dimsum nya lumayan besar , isiannya banyak dan rasanya enak. * Udang goreng : isian dimsum disini gendut , rasanya enak. Garing tapi lembut dalemnya.* Lumpia goreng : dagingnya berasa , rasanya enak.* Kaya toast : tampilannya simpel , tapi rasanya enak . Crispy dan manis yg pas * Kopi c : kopinya berasa , manisnya pas.* Limau Ais : minuman yg unik dan bikin ketagihan.Kiamboy dan lemon bikin seger.* Milo dino : juara banget milonya , lekoh banget tapi manisnya pas.","Steam chicken rice, Roasted Chicken Rice, Ayam madu crispy, Garlic pakchoy, Siomay Udang, Udang Goreng, lumpia goreng, Kaya Toast, kopi c, Limau ais, milo dino"," Rp. 50.000 - Rp. 100.000


",Ahmad Yani,Singapura,4.0
henie_herliani,Kopi Nako,"Akhirnya nyobain kopi nako juga. Tempatnya luas, pelayanannya cepat dan oke. * kopi nako : kopinya lumayan strong tapi masih oke, manis pas dan creamy . * nasi merem melek ayam : nasi dengan sayuran dan topping potongan ayam crispy. Nasinya enak dan gurih, berasa bumbunya juga. Ayamnya crispy diluar tapi lembut didalam. Sambelnya pedes mantul dan disajikan terpisah.","Kopi Nako, nasi merem melek ayam"," Rp. 50.000 - Rp. 100.000


",Kota Baru Parahyangan,Kafe,3.8
henie_herliani,Mangkok Manis,"Nyobain Coconut delight yang reguler. Ada 3 pilihan ice cream : strawberry, coklat dan vanilla. Nyobain yg ice cream strawberry dan vanilla. Dapet 4 topping best seller nya mangkok manis. Mochi, honey star, nata de coco dan lychee. Masih banyak pilihan topping yg bisa dipilih sesuai selera. Disajikan dalam kelapa yg sudah diserut. Rasanya enak, manisnya pas, rasanya seger. Porsinya banyak bisa buat ber 2.",Coconut delight reguler," Rp. 50.000 - Rp. 100.000


",Kota Baru Parahyangan,Dessert,3.6
